Record ID,Website URL,isShopify,isActive,isPasswordProtected,Create Date,Number of Associated Contacts,City,Country/Region,Last Activity Date,Company owner,Company name
17697388700,beadaholique.com,true,true,false,2023-10-17 13:17,1.0,Boise,United States,,,Beadaholique
17697288605,fabcurate.com,true,true,false,2023-10-17 13:02,3.0,Surat,India,,,Fabcurate
17686681980,sanvijewels.com,true,true,false,2023-10-16 16:38,3.0,Modinagar,India,2024-06-28 11:16,,Sanvi Jewels
17685134097,anymindgroup.com,false,false,false,2023-10-16 14:28,1.0,City,Singapore,,,AnyMind Group
17684586550,sexual.toys,true,true,false,2023-10-16 13:10,1.0,Los Angeles,United States,2023-12-14 02:01,,Sexual Toys®
17684623902,cnv.com,false,false,false,2023-10-16 13:10,1.0,Sherwood,United States,2023-12-14 02:01,,CNV.com
17684362097,marielove.de,true,true,false,2023-10-16 13:07,1.0,Brandenburg an der Havel,Germany,2024-03-06 11:55,,marielove - für neuen schwung
17684232293,caselism.com,false,false,false,2023-10-16 12:47,2.0,,,2023-10-31 12:22,,Caselism
17664580268,paragonapparels.com,false,false,false,2023-10-13 13:40,1.0,,,2023-10-26 13:00,,paragonapparels.com
17664572336,paragonapparels.co.in,false,false,false,2023-10-13 13:40,1.0,Noida,India,2023-10-26 13:00,,Paragon Apparels Pvt
17663484194,oukitel.cc,false,false,false,2023-10-13 11:18,1.0,,Cocos (Keeling) Islands,2023-10-25 11:54,,oukitel.cc
17663269708,corneliajames.com,true,true,false,2023-10-13 11:11,2.0,Ripe,United Kingdom,2024-03-21 10:32,,Cornelia James
17652758276,angeldivine.co.nz,true,true,false,2023-10-12 17:08,3.0,Queenstown,New Zealand,,,Angel Divine
17649134247,swisslogoag.ch,false,false,false,2023-10-12 11:19,1.0,Zürich,Switzerland,2023-10-18 11:47,,Swisslogo
17648886343,dustarrest.com,true,true,false,2023-10-12 11:19,1.0,Rotherwas Industrial Estate,United Kingdom,2023-10-18 11:47,,Dust Arrest
17649131525,tcbroschoppers.com,true,true,false,2023-10-12 11:15,3.0,Wauseon,United States,,,TC Bros Choppers LLC
17637124118,mariedoll.de,false,false,false,2023-10-11 12:58,1.0,,,2024-03-10 12:50,,mariedoll.de
17636529843,tenthousandvillages.com,true,true,false,2023-10-11 12:50,2.0,Akron,United States,2023-10-16 14:12,,Ten Thousand Villages
17625801781,seventurns.in,false,false,false,2023-10-10 14:39,4.0,,,2023-10-12 11:07,,seventurns.in
17621451782,miss-panda.com,false,false,false,2023-10-10 09:08,1.0,,,,,Miss Panda
17621534127,disaine.com,false,false,false,2023-10-10 09:03,1.0,Paços de Ferreira,Portugal,,,Disaine
17611062951,gulabojaipur.com,true,true,false,2023-10-09 11:09,1.0,Jaipur,India,,,Gulabo Jaipur
17601920363,gretchenscott.com,true,true,false,2023-10-07 13:26,1.0,New York,United States,2023-11-07 11:07,,Gretchen Scott
17594387468,frnch.fr,true,true,false,2023-10-06 17:20,1.0,Paris,France,2023-12-12 18:46,,FRNCH
17594324150,cdjiugong.com,false,false,false,2023-10-06 17:15,1.0,,,,,cdjiugong.com
17594105118,muotitassu.fi,true,true,false,2023-10-06 16:02,2.0,,Finland,2023-10-30 22:53,,Muotitassu
17592149096,monksays.co,false,false,false,2023-10-06 12:15,3.0,Hyderabad,India,2023-10-26 13:00,,MonkSays Superfoods
17591087948,rainbowtexfab.com,false,false,false,2023-10-06 11:39,3.0,Jaipur,India,2023-12-05 11:04,,RAINBOW TEXFAB PRIVATE LIMITED
17591087947,everbloomindia.com,true,true,false,2023-10-06 11:39,2.0,,,2023-12-05 11:04,,Everbloomindia
17582321449,maulund.dk,false,false,false,2023-10-05 16:08,1.0,,Denmark,2023-10-23 11:33,,maulund.dk
17582395213,northrepublic.com,true,true,false,2023-10-05 16:05,2.0,Bengaluru,India,2024-07-04 11:32,,North Republic
17580437305,dhathri.com,true,true,false,2023-10-05 13:20,4.0,Kochi,India,2023-10-26 13:06,,Dhathri Ayurveda
17579502254,sadhev.com,true,true,false,2023-10-05 10:53,3.0,Chennai,India,2023-10-26 13:02,,Sadhev
17578288741,ign.com,false,false,false,2023-10-05 08:48,1.0,San Francisco,United States,,,IGN Entertainment Inc
17578090676,store.ign.com,true,true,false,2023-10-05 08:48,1.0,San Francisco,United States,,,IGN Entertainment
17578310059,nerdwith.us,false,false,false,2023-10-05 08:48,1.0,Denver,United States,2023-10-12 16:59,,nerdwithus
17578075321,huubdesign.com,true,true,false,2023-10-05 08:36,2.0,Derby,United Kingdom,,,HUUB Design
17577978785,patchers.co.uk,true,true,false,2023-10-05 08:32,1.0,Kendal,United Kingdom,,,PATCHERS
17565804426,maisonsmith.us,true,true,false,2023-10-04 15:35,3.0,,,2023-10-16 22:28,,Maisonsmith
17565363028,syfer.it,false,false,false,2023-10-04 15:08,2.0,Aradeo,Italy,2024-05-06 15:56,,Syfer Group
17564079370,cogs.ie,true,true,false,2023-10-04 13:58,1.0,Dublin 18,Ireland,2024-03-07 13:56,,Cogs The Brain Shop
17562456901,progressjj.co.uk,true,true,false,2023-10-04 08:29,2.0,Stretford,United Kingdom,,,ProgressJJ
17562506813,krewe.com,true,true,false,2023-10-04 08:26,1.0,New Orleans,United States,2024-03-21 11:17,,KREWE
17562469513,pixelsupply.co,true,true,false,2023-10-04 08:26,1.0,Coral Gables,United States,2023-12-11 11:02,,PixelSupply
17562571878,geektropical.com,true,true,false,2023-10-04 08:20,1.0,Mesa,United States,2023-10-10 08:57,,Geek Tropical
17547330085,laam.pk,false,false,false,2023-10-03 11:45,2.0,Lahore,Pakistan,2023-10-30 12:13,,laam
17502850348,maisonflaneur.com,true,true,false,2023-09-28 12:30,4.0,London,United Kingdom,2023-10-06 21:32,,Maison Flâneur
17502967344,thesachdevgroup.com,false,false,false,2023-09-28 12:26,1.0,Delhi,India,,,The Sachdev Group
17486591771,redrow.ch,true,true,false,2023-09-27 12:46,3.0,,Switzerland,,,redrow.ch
17475084413,ineedfabric.com,true,true,false,2023-09-26 21:18,2.0,Dickson,United States,2023-09-29 11:46,,iNeedFabric
17464634749,freestylesa.co.za,true,true,false,2023-09-26 13:01,2.0,Ottery E,South Africa,2023-10-05 08:52,,Freestyle
17454870337,asherian.co.il,true,true,false,2023-09-25 21:53,2.0,,,,,Asherian
17453623940,theoceanagency.co.uk,false,false,false,2023-09-25 21:13,1.0,,United Kingdom,2023-10-05 08:44,,The Ocean Agency
17450004321,rontomson.com,true,true,false,2023-09-25 17:54,2.0,Los Angeles,United States,,,Ron Tomson
17450298503,smashtess.com,true,true,false,2023-09-25 17:47,3.0,Richmond,Canada,,,Smash + Tess
17449138353,birkenstock.in,true,true,false,2023-09-25 15:35,1.0,,India,,,BIRKENSTOCK
17444456787,tigran.gr,false,false,false,2023-09-25 12:21,1.0,,Greece,2023-10-10 11:58,,Tigran's Digital Academy
17444465949,pandaclothing.gr,true,true,false,2023-09-25 12:21,1.0,,Greece,,,Panda Clothing
17444416289,byshree.com,true,true,false,2023-09-25 12:20,4.0,New Delhi,India,2024-06-12 15:03,,Shree - She Is Special
17444331323,bumkins.com,true,true,false,2023-09-25 12:17,3.0,Scottsdale,United States,2023-11-21 13:10,,Bumkins
17422027277,nathanjames.com,true,true,false,2023-09-23 00:06,3.0,Santa Ana,United States,2024-03-27 17:28,,Nathan James
17411016028,limelightmarketing.com,false,false,false,2023-09-21 22:12,1.0,Pittsburg,United States,,,LimeLight Marketing
17411100275,backyarddiscovery.com,true,true,false,2023-09-21 22:12,1.0,Pittsburg,United States,,,Backyard Discovery
17410120754,jardin.eco.br,false,false,false,2023-09-21 20:11,1.0,,Brazil,,,Jardin Plantas e Flores
17404838745,backpackeroutdoors.com,true,true,false,2023-09-21 13:24,2.0,Baton Rouge,United States,,,The Backpacker
17405989665,waqasyousuf.com,false,false,false,2023-09-21 13:19,1.0,,,2023-09-28 12:18,,waqasyousuf.com
17404244031,pilot-fish.fr,false,false,false,2023-09-21 12:06,1.0,Biarritz,France,2023-10-09 15:15,,Pilot-Fish
17404130154,littlezenone.com,true,true,false,2023-09-21 12:02,1.0,Toronto,Canada,2023-10-04 08:33,,Little Zen One
17390376015,ernest.ca,true,true,false,2023-09-20 12:34,2.0,Quebec City,Canada,,,Ernest
17376688812,lonelykidsclub.com,true,true,false,2023-09-19 13:28,3.0,St Leonards,Australia,2023-09-21 14:38,,Lonely Kids Club
17376529247,islandtrends.com,true,true,false,2023-09-19 13:04,3.0,Marco Island,United States,2023-09-21 14:39,,Island Trends
17376444576,onedogmedia.com,false,false,false,2023-09-19 13:04,1.0,Round Rock,United States,2023-09-21 14:39,,One Dog Media
17371408824,lightscanada.ca,true,true,false,2023-09-18 22:39,2.0,,Canada,2024-03-21 11:26,,LightsCanada.ca
17367134337,rockymountainsoap.com,true,true,false,2023-09-18 16:24,3.0,Canmore,Canada,2023-10-06 10:02,,Rocky Mountain Soap
17367167233,peace-collective.com,true,true,false,2023-09-18 15:41,4.0,Toronto,Canada,2023-10-17 12:20,,Peace Collective
17366240555,shopduer.com,true,true,false,2023-09-18 12:36,1.0,Vancouver,Canada,2023-09-29 11:45,,DUER
17333675028,littlegreenradicals.co.uk,true,true,false,2023-09-15 16:53,6.0,London,United Kingdom,2024-09-04 14:17,,Little Green Radicals
17333765996,saltrock.com,true,true,false,2023-09-15 16:36,5.0,Velator Industrial Estate,United Kingdom,2023-10-06 09:58,,Saltrock Surfwear Ltd
17332191384,nanamacs.co,false,false,false,2023-09-15 14:27,1.0,Post Falls,United States,2024-05-08 17:40,,nanamacs.co
17331746687,chanluu.com,true,true,false,2023-09-15 13:40,3.0,Los Angeles,United States,2023-09-19 22:17,,Chan Luu
17331611197,shroombeach.com,true,true,false,2023-09-15 13:10,1.0,Spanish Fork,United States,2023-09-19 22:17,,Shroom Beach
17319632153,secretlabel.co.uk,true,true,false,2023-09-14 14:10,3.0,,United Kingdom,2024-11-25 11:46,,Secret Label
17318259733,coutureusa.com,true,true,false,2023-09-14 12:12,2.0,Tampa,United States,2023-09-25 23:08,,Couture USA
17318373481,batik.com.pk,true,true,false,2023-09-14 12:03,1.0,,Pakistan,,,BATIK
17318292021,imperfects.me,true,true,false,2023-09-14 11:51,2.0,San Diego,United States,2024-10-11 15:37,,imperfects.me
17318278924,commercetheory.io,true,true,false,2023-09-14 11:51,1.0,San Diego,United States,2024-10-11 15:37,,commercetheory
17318304549,metalmulisha.com,true,true,false,2023-09-14 11:44,1.0,El Segundo,United States,,,Metal Mulisha
17318705942,abstract.fm,false,false,false,2023-09-14 11:44,1.0,San Clemente,United States,,,Abstract
17308878513,flourish.shop,true,true,false,2023-09-13 12:34,2.0,Bengaluru,India,2023-12-07 16:42,,Flourish
17282857367,rockstarjeans.com,true,true,false,2023-09-11 16:12,3.0,Shanghai,China,2023-10-26 12:58,,Rockstar Jeans
17281795355,sellme.ee,false,false,false,2023-09-11 13:21,1.0,,Estonia,2023-09-25 17:34,,Sellme.ee
17281802663,peelorange.com,true,true,false,2023-09-11 13:11,2.0,New Delhi,India,2024-07-04 11:33,,PeelOrange
17281404297,ikiru.in,true,true,false,2023-09-11 12:45,5.0,,India,2023-09-25 21:50,,IKIRU
17281295697,inspire.scot,false,false,false,2023-09-11 12:04,1.0,Perth,United Kingdom,2023-09-20 12:19,,Inspire IT Services
17278658472,adscult.com,false,false,false,2023-09-10 20:06,2.0,Mumbai,India,2023-10-04 11:45,,AdsCult
17259960839,curvesoul.com,true,true,false,2023-09-08 12:22,1.0,Denver,United States,2023-09-21 20:19,,Curvesoul
17228154955,sexopolis.gr,false,false,false,2023-09-06 12:40,1.0,Chalandri,Greece,2023-09-13 16:17,,Sexopolis
17219446926,mariecurie.org.uk,false,false,false,2023-09-05 18:09,1.0,London,United Kingdom,2023-09-11 11:26,,Marie Curie
17216434277,graas.ai,false,false,false,2023-09-05 09:27,1.0,Singapore,Singapore,2023-09-06 16:38,,Graas
17216340024,unelefante.mx,true,true,false,2023-09-05 09:23,2.0,San Pedro Garza García,Mexico,2023-09-20 22:53,,UNELEFANTE
17182688137,routeone.co.uk,true,true,false,2023-09-01 15:28,2.0,Matson,United Kingdom,2023-10-23 12:23,,Route One
17167132488,frankie4.com.au,true,true,false,2023-08-31 12:11,3.0,Indooroopilly,Australia,2023-11-09 12:07,,FrankieB Pty Ltd
17167046062,kadriyebasturk.com,true,true,false,2023-08-31 12:09,2.0,,Turkey,2024-01-15 17:59,,Kadriye Baştürk
17167042122,almarjanstore.com,true,true,false,2023-08-31 11:58,1.0,,,,,Almarjan Store
17166951837,hamtc.com,false,false,false,2023-08-31 11:58,2.0,Dubai,United Arab Emirates,,,H A M T C
17147868044,oficinalamparina.com.br,false,false,false,2023-08-29 16:20,1.0,,Brazil,2023-09-20 12:25,,Oficina Lamparina
17147917742,panou.com.br,true,true,false,2023-08-29 16:20,1.0,,Brazil,,,panou.br
17144816683,mariavalentinacancun.com,true,true,false,2023-08-29 12:15,1.0,San Miguel de Cozumel,Mexico,2024-03-06 15:43,,M. Valentina
17144230189,thefuturerocks.com,true,true,false,2023-08-29 12:11,2.0,,Hong Kong,,,The Future Rocks
17144771663,misfitathletics.com,false,false,false,2023-08-29 12:08,1.0,Portland,United States,,,Misfit Athletics
17144163675,sharpentheaxeco.com,true,true,false,2023-08-29 12:08,2.0,Portland,United States,,,Sharpen The Axe
17134934561,territoryahead.com,true,true,false,2023-08-28 15:34,1.0,Cincinnati,United States,2023-09-26 13:06,,The Territory Ahead
17134870588,thejpoutfitters.com,false,false,false,2023-08-28 15:34,1.0,Cincinnati,United States,2023-09-26 13:06,,JP Outfitters
17095958388,amwhiz.com,false,false,false,2023-08-25 11:58,1.0,,,2023-09-27 11:56,,Amwhiz media
17082531109,godsloveovercomes.com,true,true,false,2023-08-24 12:12,2.0,Long Beach,United States,2023-08-31 11:54,,GLO
17082928803,loveinfaith.life,true,true,false,2023-08-24 12:12,1.0,Anaheim,United States,2023-08-31 11:54,,Love in Faith
17054385677,magneticme.com,true,true,false,2023-08-22 10:54,3.0,New York,United States,2023-09-08 12:26,,Magnetic Me
17045841835,evolutwellness.com,false,false,false,2023-08-21 16:00,3.0,,,2023-09-19 12:27,,Evolut Wellness
17042739625,ballerathletik.com,true,true,false,2023-08-21 12:45,2.0,Mumbai,India,2023-09-19 12:28,,Baller Athletik
17000529673,danielwellington.com,true,true,false,2023-08-18 10:53,3.0,Stockholm,Sweden,2024-10-08 16:40,,Daniel Wellington
16994377399,reckitt.com,false,false,false,2023-08-17 16:36,2.0,Slough,United Kingdom,2023-09-25 17:33,,Reckitt Benckiser Group
16991075930,bleeyee.com,false,false,false,2023-08-17 10:22,1.0,Indian Land,United States,,,BleeYee.com
16972321859,hyvesports.com,false,false,false,2023-08-16 09:51,4.0,Kazhakkoottam,India,2023-09-25 12:29,,HYVE
16941508962,seniorpleje.dk,true,true,false,2023-08-14 08:42,2.0,,Denmark,2023-08-22 10:50,,Seniorpleje
16941806347,jpha.co.uk,true,true,false,2023-08-14 08:29,2.0,London,United Kingdom,2024-10-01 17:49,,JPHA
16941752187,magpiebw.com,false,false,false,2023-08-14 08:24,1.0,Karachi,Pakistan,2023-08-17 10:27,,Magpie B&W
16941447476,swag-kicks.com,true,true,false,2023-08-14 08:24,1.0,Karachi,Pakistan,2023-08-17 10:27,,Swag Kicks
16940838509,firestonedigital.com.au,false,false,false,2023-08-14 08:19,1.0,,Australia,2023-08-24 15:56,,Firestone Digital
16905622176,aspbrands.com,false,false,false,2023-08-10 10:19,2.0,,,2023-12-04 11:08,,Aspbrands
16905437491,surpasofficial.com,true,true,false,2023-08-10 09:58,1.0,,,,,Surpasofficial
16902784586,trimtex.no,true,true,false,2023-08-10 09:58,1.0,Lillesand,Norway,,,Trimtex
16884698737,siddhayu.com,true,true,false,2023-08-09 10:52,3.0,Mumbai,India,2023-09-25 12:29,,Siddhayu
16886028608,baidyanathlifesciences.com,false,false,false,2023-08-09 10:52,1.0,Nagpur,India,2023-09-25 12:29,,Baidayanath Life Sciences
16884507954,lunalovefashion.com,true,true,false,2023-08-09 10:15,1.0,,,2023-08-14 08:31,,LunaLove Fashion
16865600870,elliandcompany.com,true,true,false,2023-08-07 12:05,1.0,,,,,Elli + Co
16863879516,magnoliaboutique.com,true,true,false,2023-08-07 08:32,1.0,Franklin,United States,2023-08-17 10:20,,Magnolia Boutique
16864335107,saviifashion.com,true,true,false,2023-08-07 08:22,2.0,Slough,United Kingdom,2023-10-05 12:43,,SaviiFashion.com
16863881145,kateskitchen.ie,true,true,false,2023-08-07 08:18,2.0,Sligo,Ireland,2023-08-17 10:10,,Kate's Kitchen Sligo
16831543905,kalyaniinnerwear.com,true,true,false,2023-08-04 16:15,4.0,Ghaziabad,India,2023-09-12 11:53,,Kalyaniinnerwear
16831297971,ihnomuhnit.co,true,true,false,2023-08-04 15:51,1.0,,,,,IH NOM UH NIT
16825868698,sprvl.com,false,false,false,2023-08-04 09:28,3.0,,India,2024-10-03 12:25,,sprvl.com
16825852274,sprvl.in,false,false,false,2023-08-04 09:28,1.0,,India,,,SPRVL
16824817564,scaglioneischia.com,true,true,false,2023-08-04 08:58,1.0,,Italy,2023-08-07 08:37,,Scaglione Ischia
16811633198,distacart.com,true,true,false,2023-08-03 10:16,4.0,Fremont,United States,2023-08-08 10:06,,Distacart
16811650304,laxmipati.com,true,true,false,2023-08-03 09:58,4.0,Surat,India,2023-08-09 11:31,,Laxmipati Sarees
16810462632,eu-store.isseymiyake.com,true,true,false,2023-08-03 09:13,1.0,Shibuya City,Japan,2023-09-26 12:49,,ISSEY MIYAKE
16810529398,issey-europe.com,false,false,false,2023-08-03 09:13,1.0,,,2023-09-26 12:49,,issey-europe.com
16799845464,socialbeat.in,false,false,false,2023-08-02 11:22,2.0,Chennai,India,,,Social Beat
16786127273,cotsandcuddles.com,true,true,false,2023-08-01 09:00,1.0,Mumbai,India,,,Cotsandcuddles
16785928834,anuschkaleather.in,true,true,false,2023-08-01 08:27,1.0,,India,2023-08-08 08:32,,Anuschkaleather
16785911203,anuschkaleather.com,true,true,false,2023-08-01 08:27,1.0,North Brunswick Township,United States,2023-08-08 08:32,,Anuschka
16784702231,bwear.ro,true,true,false,2023-08-01 07:50,1.0,,Romania,2023-08-04 15:38,,B WEAR RO
16770980626,commonlines.com,true,true,false,2023-07-31 09:27,2.0,,,,,COMMONLINES
16749059511,ekta.in,false,false,false,2023-07-28 15:34,3.0,New Delhi,India,2023-08-18 11:04,,Ekta Cosmetics
16740508790,tirumaladesigners.in,true,true,false,2023-07-28 08:32,1.0,,India,2023-09-12 11:58,,Tirumala Designers
16740400006,gatefurn.com,true,true,false,2023-07-28 07:56,1.0,Beltsville,United States,2023-08-04 15:43,,Gate Furniture
16740466447,kinderwonderland.nl,true,true,false,2023-07-28 07:53,2.0,Haren,Netherlands,2024-01-30 11:52,,Kinder Wonderland
16740421284,vendingsuperstore.co.uk,true,true,false,2023-07-28 07:50,2.0,Riddings,United Kingdom,2023-08-04 15:41,,Vending Superstore
16716557684,triggersolutions.co.uk,false,false,false,2023-07-26 15:43,1.0,Brighton,United Kingdom,,,Trigger Solutions
16714549828,varkalasilksaree.com,true,true,false,2023-07-26 15:37,1.0,,,2023-08-01 07:44,,Varkala Silk Saree
16712975661,olivecloud.in,false,false,false,2023-07-26 13:01,1.0,,India,2023-08-07 08:44,,OliveCloud Tech
16713146941,priyuja.com,true,true,false,2023-07-26 13:01,1.0,,,2023-08-07 08:44,,Priyuja
16712678467,claymango.com,true,true,false,2023-07-26 12:41,4.0,New Delhi,India,2023-08-07 08:43,,Claymango
16711644034,shufflingsuitcases.com,true,true,false,2023-07-26 11:51,2.0,Gurugram,India,2023-09-12 11:38,,Shuffling Suitcases
16711371901,wagr.ai,true,false,false,2023-07-26 11:48,3.0,Bengaluru,India,2023-08-28 15:43,,Wagr
16711616647,inweaveindia.com,true,true,false,2023-07-26 11:43,2.0,,,2023-08-28 15:45,,InWeave
16711605901,tailsnation.com,true,true,false,2023-07-26 11:39,1.0,Ghaziabad,India,2024-06-14 14:17,,Tails Nation
16696498354,vintagecouture.in,false,false,false,2023-07-25 14:04,2.0,,,,,Vintagecouture
16695906392,indyverse.in,false,false,false,2023-07-25 13:49,3.0,,India,2023-08-28 12:14,,Indyverse
16679624473,myswasti.com,true,true,false,2023-07-24 09:05,1.0,,,2023-08-24 12:43,,myswasti.com
16679815728,annexcarpet.com,false,false,false,2023-07-24 09:05,2.0,,,2023-09-05 08:58,,Annex Enterprises
16679088694,thehomestore.co.nz,true,true,false,2023-07-24 07:34,2.0,Wellington,New Zealand,2023-07-30 20:14,,thehomestore.co.nz
16635700142,shopyvision.com,false,false,false,2023-07-20 16:45,1.0,New Delhi,India,,,Shopy Vision
16624729205,supafresh.com.mx,true,true,false,2023-07-19 22:24,1.0,,Mexico,2023-07-24 07:38,,Supa Fresh Store
16624968979,chockadoo.com.au,true,true,false,2023-07-19 22:18,3.0,Bowraville,Australia,2023-07-24 07:36,,chockadoo
16617866601,canvaslab.com,true,true,false,2023-07-19 15:48,4.0,Monterrey,Mexico,2024-03-07 14:12,,Canvas Lab
16616416049,fetch-the-paper.com,true,false,false,2023-07-19 15:16,1.0,,,,,Fetch-the-Paper
16616293904,lifeispainde.com,true,true,false,2023-07-19 15:10,2.0,,,,,LIFEISPAIN
16563332898,alstyle.in,false,false,false,2023-07-17 14:34,2.0,,India,2023-08-16 09:11,,Alstyle India
16563486122,boco.vc,false,false,false,2023-07-17 14:05,1.0,,,,,boco.vc
16563705916,jolly-designs.com,true,true,false,2023-07-17 14:05,1.0,Oberursel (Taunus),Germany,,,Jolly Designs
16563009615,orchidtoys.com,true,true,false,2023-07-17 14:00,1.0,San Antonio,United States,,,OrchidToys.com
16562832692,paramountchikan.com,true,true,false,2023-07-17 13:49,2.0,Lucknow,India,,,Paramount Chikan
16476289123,bearhugsofficial.com,true,true,false,2023-07-14 11:47,4.0,New Delhi,India,2023-08-03 16:54,,BearHugs
16422484001,aniahaie.com,true,true,false,2023-07-13 15:15,3.0,Bridgwater,United Kingdom,2023-07-26 15:43,,Ania Haie
16421480497,toyfiesta.com.au,false,false,false,2023-07-13 15:10,1.0,,Australia,,,Toy Fiesta
16421771270,toysuperstore.com.au,true,true,false,2023-07-13 15:10,1.0,,Australia,,,Toy Superstore
16419306644,intotheam.com,true,true,false,2023-07-13 13:34,1.0,Anaheim,United States,2023-09-27 01:58,,INTO THE AM
16421426835,emazinglights.com,true,true,false,2023-07-13 13:34,1.0,Anaheim,United States,2023-09-27 01:58,,EmazingLights
16421423144,emazinggroup.com,true,true,false,2023-07-13 13:34,5.0,Anaheim,United States,2024-09-17 11:23,,EmazingGroup
16376529167,theboutiquebrands.com,false,false,false,2023-07-11 14:43,4.0,Huntsville,United States,2024-10-22 16:31,,The Boutique Brands
16375199757,cleansta.com,false,false,false,2023-07-11 12:09,0.0,,,,,Cleansta
16374962221,acaioutdoorwear.com,true,true,false,2023-07-11 11:13,2.0,Sandycroft,United Kingdom,2024-03-20 14:40,,Acai Outdoorwear
16374844772,truefrog.in,true,true,false,2023-07-11 11:04,1.0,,India,2023-07-31 09:41,,True Frog
16374915892,earthyblend.com,false,false,false,2023-07-11 11:04,1.0,Bengaluru,India,2023-07-31 09:41,,EarthyBlend
16366910558,clensta.com,true,false,false,2023-07-10 18:11,4.0,Gurugram,India,2024-01-19 15:11,,Clensta
16364334374,hovers.in,false,false,false,2023-07-10 13:41,2.0,,India,2023-07-11 12:13,,Hovers
16364032288,zeyo.in,true,true,false,2023-07-10 13:21,1.0,,India,2023-07-20 13:30,,Zeyo
16361680049,ragenationapparel.com,true,true,false,2023-07-10 11:01,1.0,Fairfax Station,United States,2023-07-17 12:27,,Rage Nation Apparel
16337372800,memphishealthfood.com,false,false,false,2023-07-07 17:20,1.0,,,2023-07-17 13:50,,memphishealthfood.com
16335322972,sajke.in,true,true,false,2023-07-07 12:51,1.0,,India,,,SajKe.in
16334326703,thebrandignition.co,false,false,false,2023-07-07 12:17,2.0,,,2023-08-09 10:20,,Brand Ignition
16333700376,gadfashions.com,false,false,false,2023-07-07 11:29,1.0,,,,,gadfashions.com
16333732011,danielklein.in,true,true,false,2023-07-07 11:24,1.0,,India,2023-07-14 17:02,,Daniel Klein
16315565458,perforacare.com,true,true,false,2023-07-05 15:01,3.0,,India,2023-07-25 10:08,,Perfora
16313965878,progressivelifestyles.in,false,false,false,2023-07-05 11:56,2.0,,India,2023-07-14 17:02,, -
16313295125,elevarsports.com,true,true,false,2023-07-05 11:31,3.0,Mumbai,India,2023-07-31 12:00,,Elevar Sports
16308065292,livelinen.com,true,true,false,2023-07-04 15:16,2.0,Jaipur,India,2023-07-07 11:30,,Live Linen
16306859671,labelmadhurithakkar.com,true,true,false,2023-07-04 13:56,1.0,,,2023-08-03 09:24,,Label Madhuri Thakkar
16305294510,kpop2.com,true,true,false,2023-07-04 10:27,1.0,,United States,2023-07-06 11:42,,KPOP2
16277253555,dipitreats.com,true,true,false,2023-06-30 11:55,1.0,,,2023-08-03 09:20,,Dipi Treats
16252457776,cordoflove.com,true,true,false,2023-06-28 12:07,1.0,,,2023-07-11 11:33,,Cordoflove
16252450980,thepeppystore.in,true,true,false,2023-06-28 11:51,1.0,,India,2023-07-04 10:34,,ThePeppyStore
16252174903,radheyscouture.com,false,false,false,2023-06-28 11:22,1.0,,,2023-08-03 09:24,,radheyscouture.com
16252281872,thenehstore.com,true,true,false,2023-06-28 11:20,1.0,,,2023-07-12 11:00,,The Neh Store
16227903786,luxendrastore.com,false,false,false,2023-06-26 16:46,1.0,,,,,Luxendrastore
16226206060,bleathershoes.com,false,false,false,2023-06-26 11:42,1.0,,,2023-10-23 14:33,,Bleathershoes
16226289701,pinkfoodshop.it,true,true,false,2023-06-26 11:27,1.0,,Italy,,,Pinkfoodshop
16205759019,nynm.in,true,true,false,2023-06-23 15:56,5.0,Frisco,United States,2023-07-10 10:58,,NYNM
16201749305,ssiz.in,false,false,false,2023-06-23 10:36,3.0,,India,2023-07-27 12:03,,Ssiz
16185785638,askphill.com,true,true,false,2023-06-22 11:02,1.0,Amsterdam,Netherlands,2023-06-30 11:06,,Ask Phill
16185760561,vespo.nl,false,false,false,2023-06-22 11:02,1.0,Eindhoven,Netherlands,2023-06-30 11:06,,Vespo
16185712462,funstandard.jp,false,false,false,2023-06-22 11:00,1.0,,Japan,2023-06-26 12:06,,Fun Standard株式会社
16183694505,sprt.shop,false,false,false,2023-06-22 11:00,1.0,,,2023-06-26 12:06,,sprt.shop
16183692052,sharkattack.jp,true,true,false,2023-06-22 10:55,2.0,Ōsaka-shi,Japan,2023-06-26 12:03,,SHARK ATTACK
16170532761,healf.com,true,true,false,2023-06-20 23:38,3.0,Pucklechurch,United Kingdom,2024-09-10 11:22,,healf
16165498938,imbodhi.co,true,true,false,2023-06-20 12:34,3.0,San Francisco,United States,2023-08-14 08:41,,IMBŌDHI
16164724736,cougar.com.pk,true,true,false,2023-06-20 12:31,2.0,,Pakistan,2023-07-17 12:44,,Cougar
16164357927,silamp.fr,true,true,false,2023-06-20 10:37,1.0,,France,2023-06-26 11:56,,Silamp
16148659847,fanaticsknit.com,true,true,false,2023-06-19 10:58,2.0,,,,,Fanatics Knit
16148918631,my-day.ge,true,true,false,2023-06-19 10:48,2.0,,United States,2023-10-26 16:24,,MyDay
16092103006,boden.co.uk,false,false,false,2023-06-16 17:24,10.0,London,United Kingdom,2024-12-23 16:06,,Boden
16090702142,nkuku.com,true,true,false,2023-06-16 14:48,7.0,Totnes,United Kingdom,2024-10-22 11:21,,Nkuku Ltd
16089841264,uhs-hardware.com,true,true,false,2023-06-16 11:37,2.0,Hollywood,United States,2023-06-16 11:38,,UHS Hardware
